Chemical 1,Chemical 2,Similarity
DB00484,DB00334,1
DB01113,DB02533,1
DB00158,DB00484,1
DB00841,DB00472,1
DB00309,DB00796,1
DB01006,DB00746,1
DB00612,DB03760,1
DB01393,DB00559,1
DB00313,DB00091,1
DB04786,DB01083,1
DB00559,DB04824,1
DB00170,DB00951,1
DB00571,DB03575,1
DB01698,DB00461,1
DB00925,DB01103,1
DB01222,DB00951,1
DB00786,DB01181,1
DB00325,DB00448,1
DB00528,DB02701,1
DB00720,DB00184,1
DB00227,DB00175,1
DB00795,DB00515,1
DB00122,DB01159,1
DB00608,DB01189,1
DB01373,DB00264,1
DB00583,DB00783,1
DB00181,DB00290,1
DB00501,DB01029,1
DB04551,DB00741,1
DB02249,DB01108,1
DB01104,DB04827,1
DB00262,DB00586,1
DB04173,DB01267,1
DB03575,DB00014,1
DB02169,DB01043,1
DB00472,DB02073,1
DB01296,DB02169,1
DB00675,DB00822,1
DB00466,DB02701,1
DB02056,DB00515,1
DB01234,DB00115,1
DB00531,DB00227,1
DB01073,DB04690,1
DB00545,DB00499,1
DB01698,DB00730,1
DB01327,DB00091,1
DB00428,DB00808,1
DB00608,DB01039,1
DB00332,DB00909,1
DB00255,DB00949,1
DB01183,DB00866,1
DB01234,DB00281,1
DB00709,DB04743,1
DB00122,DB00759,1
DB00891,DB00951,1
DB00571,DB00970,1
DB00583,DB00851,1
DB00753,DB00297,1
DB00411,DB00907,1
DB00050,DB00553,1
DB00481,DB00635,1
DB00502,DB01095,1
DB04258,DB00753,1
DB04365,DB00136,1
DB02375,DB00988,1
DB00811,DB01241,1
DB00175,DB00527,1
DB01420,DB01204,1
DB02998,DB01919,1
DB01275,DB00553,1
DB01143,DB03419,1
DB01103,DB00208,1
DB02329,DB00816,1
DB00441,DB00472,1
DB01013,DB00091,1
DB00916,DB00162,1
DB01177,DB00091,1
DB00744,DB01013,1
DB01586,DB00169,1
DB01340,DB01006,1
DB01014,DB01108,1
DB00170,DB00746,1
DB01073,DB00737,1
DB02533,DB00704,1
DB03760,DB01199,1
DB00523,DB01104,1
DB04557,DB02052,1
DB01131,DB01177,1
DB00501,DB00178,1
DB00201,DB02261,1
DB01261,DB01189,1
DB01060,DB00320,1
DB00746,DB00922,1
DB01181,DB00297,1
DB04573,DB00783,1
DB03796,DB00822,1
DB00440,DB01356,1
DB00182,DB00260,1
DB00798,DB00091,1
DB00749,DB00399,1
DB02712,DB00812,1
DB00642,DB01997,1
DB00570,DB00275,1
DB00588,DB00553,1
DB00368,DB02709,1
DB00831,DB01128,1
DB01030,DB00333,1
DB00550,DB00171,1
DB00877,DB00396,1
DB00140,DB01053,1
DB01917,DB00860,1
DB00762,DB01222,1
DB00977,DB00741,1
DB01097,DB01919,1
DB01115,DB00394,1
DB00773,DB00523,1
DB00812,DB04557,1
DB00482,DB00252,1
DB00104,DB02169,1
DB00427,DB00175,1
DB01183,DB00404,1
DB00734,DB04381,1
DB00833,DB00682,1
DB01013,DB00368,1
DB03760,DB00204,1
DB01015,DB01200,1
DB00724,DB01645,1
DB01370,DB00579,1
DB00564,DB00898,1
DB00959,DB01698,1
DB01114,DB04485,1
DB00399,DB00184,1
DB01242,DB04827,1
DB00370,DB00864,1
DB00492,DB00687,1
DB04137,DB00922,1
DB00400,DB00863,1
DB04216,DB00208,1
DB02095,DB01348,1
DB01750,DB04743,1
DB00184,DB00451,1
DB00193,DB00740,1
DB00967,DB00613,1
DB02095,DB01242,1
DB00415,DB00295,1
DB00205,DB04066,1
DB00798,DB02169,1
DB00939,DB01050,1
DB02116,DB00445,1
DB00184,DB01435,1
DB00448,DB00501,1
DB02527,DB00328,1
DB02701,DB01132,1
DB01242,DB00927,1
DB00309,DB00341,1
DB01236,DB01076,1
DB03206,DB00770,1
DB01166,DB00764,1
DB00963,DB00193,1
DB00328,DB01424,1
DB00489,DB00764,1
DB00861,DB00118,1
DB00914,DB00305,1
DB02261,DB00530,1
DB00564,DB00492,1
DB00448,DB04077,1
DB00630,DB00399,1
DB01009,DB00381,1
DB00907,DB01203,1
DB00795,DB00470,1
DB00586,DB01268,1
DB00367,DB00446,1
DB00166,DB01933,1
DB02116,DB01268,1
DB00841,DB01029,1
DB00584,DB00501,1
DB00795,DB04786,1
DB00959,DB01103,1
DB01406,DB00553,1
DB00608,DB00599,1
DB00549,DB00959,1
DB00970,DB02757,1
DB00997,DB00966,1
DB00264,DB00602,1
DB03902,DB00295,1
DB00753,DB00136,1
DB01013,DB02169,1
DB00695,DB01234,1
DB00187,DB00968,1
DB00851,DB00712,1
DB00917,DB00553,1
DB00285,DB00939,1
DB00115,DB00490,1
DB00753,DB00435,1
DB01177,DB04821,1
DB01002,DB00296,1
DB00704,DB00909,1
DB01001,DB00603,1
DB00563,DB00425,1
DB00444,DB01698,1
DB01234,DB00790,1
DB00819,DB01065,1
DB00783,DB00313,1
DB01165,DB00238,1
DB00928,DB03904,1
DB04540,DB01143,1
DB00542,DB00635,1
DB02315,DB01579,1
DB03994,DB02925,1
DB00321,DB02021,1
DB00860,DB01248,1
DB02998,DB00620,1
DB00908,DB01262,1
DB00588,DB00907,1
DB00169,DB00136,1
DB01241,DB00822,1
DB01244,DB00668,1
DB00014,DB01166,1
DB00279,DB02315,1
DB00168,DB00334,1
DB00723,DB01076,1
DB02527,DB00821,1
DB01095,DB00136,1
DB00342,DB04299,1
DB01919,DB03904,1
DB01099,DB00127,1
DB00512,DB01206,1
DB02210,DB00799,1
DB01072,DB00908,1
DB01059,DB00916,1
DB00864,DB01238,1
DB03227,DB01177,1
DB00328,DB01248,1
DB00526,DB00091,1
DB00143,DB04216,1
DB00867,DB00439,1
DB02967,DB00545,1
DB00222,DB00224,1
DB00338,DB00115,1
DB04173,DB00571,1
DB00336,DB00204,1
DB01356,DB01083,1
DB00762,DB00382,1
DB00588,DB00182,1
DB00563,DB01037,1
DB00201,DB00821,1
DB00755,DB01166,1
DB00134,DB03703,1
DB03435,DB00333,1
DB01819,DB03994,1
DB03193,DB01364,1
DB00157,DB00794,1
DB01750,DB00959,1
DB00798,DB00783,1
DB00401,DB00908,1
DB00148,DB00968,1
DB00975,DB02345,1
DB00709,DB01033,1
DB00468,DB02169,1
DB00526,DB00399,1
DB00975,DB00620,1
DB00993,DB02261,1
DB02375,DB01012,1
DB00136,DB00594,1
DB00263,DB00917,1
DB00533,DB00261,1
DB01206,DB04381,1
DB01076,DB00722,1
DB00916,DB04014,1
DB00783,DB01064,1
DB02691,DB04751,1
DB00305,DB00564,1
DB00396,DB01586,1
DB01182,DB00238,1
DB04557,DB03696,1
DB00896,DB00669,1
DB01248,DB01149,1
DB02342,DB00657,1
DB02533,DB04137,1
DB01013,DB00606,1
DB02116,DB00446,1
DB00242,DB01880,1
DB01097,DB00620,1
DB00136,DB01045,1
DB00860,DB00412,1
DB00390,DB01202,1
DB03206,DB00819,1
DB00126,DB00444,1
DB00317,DB00207,1
DB00818,DB00932,1
DB01030,DB00262,1
DB00359,DB01055,1
DB00831,DB03568,1
DB01248,DB01170,1
DB00977,DB01222,1
DB00749,DB00602,1
DB02901,DB00920,1
DB00655,DB00293,1
DB01186,DB00195,1
DB01259,DB04315,1
DB00338,DB01406,1
DB01100,DB00342,1
DB02379,DB00334,1
DB00917,DB01576,1
DB01576,DB04557,1
DB04216,DB00861,1
DB00718,DB01083,1
DB01698,DB00772,1
DB00783,DB01370,1
DB01378,DB04743,1
DB02546,DB00305,1
DB00611,DB00206,1
DB03866,DB02375,1
DB00844,DB01852,1
DB00179,DB00322,1
DB00820,DB00630,1
DB01656,DB01119,1
DB01115,DB04258,1
DB01151,DB00530,1
DB00762,DB02860,1
DB00679,DB00245,1
DB01094,DB00401,1
DB01395,DB00682,1
DB04485,DB00401,1
DB00134,DB02587,1
DB00981,DB01115,1
DB00170,DB01599,1
DB00332,DB03128,1
DB01677,DB00305,1
DB00499,DB04557,1
DB00896,DB04315,1
DB01166,DB01095,1
DB00588,DB00533,1
DB00489,DB01095,1
DB00523,DB03575,1
DB01267,DB00173,1
DB00255,DB01229,1
DB00855,DB00218,1
DB00814,DB01015,1
DB00134,DB00445,1
DB00533,DB00208,1
DB00762,DB04816,1
DB00642,DB01199,1
DB00369,DB00388,1
DB01296,DB01005,1
DB00668,DB00515,1
DB01917,DB00999,1
DB04831,DB01327,1
DB01032,DB00661,1
DB01580,DB01015,1
DB01819,DB00399,1
DB03345,DB03703,1
DB04741,DB00723,1
DB00222,DB01053,1
DB00797,DB00945,1
DB00333,DB01406,1
DB04485,DB00605,1
DB02056,DB00126,1
DB00784,DB01119,1
DB04743,DB01098,1
DB00786,DB00399,1
DB00696,DB03703,1
DB00762,DB01050,1
DB02656,DB00544,1
DB00379,DB00861,1
DB01262,DB00834,1
DB00636,DB00571,1
DB00307,DB00987,1
DB03703,DB00494,1
DB00661,DB03193,1
DB03575,DB01213,1
DB00183,DB00975,1
DB00431,DB00178,1
DB03568,DB00988,1
DB00412,DB02546,1
DB00908,DB00204,1
DB02315,DB02325,1
DB01454,DB00747,1
DB01128,DB02546,1
DB01041,DB02379,1
DB00550,DB02010,1
DB04224,DB00916,1
DB00929,DB00398,1
DB01073,DB00297,1
DB00798,DB01262,1
DB01054,DB01143,1
DB00898,DB00252,1
DB00882,DB00373,1
DB01429,DB00439,1
DB00599,DB00860,1
DB00501,DB01378,1
DB01232,DB01110,1
DB01065,DB00590,1
DB00243,DB00682,1
DB00443,DB00179,1
DB00957,DB04365,1
DB00399,DB01097,1
DB04258,DB01356,1
DB01166,DB02095,1
DB01181,DB00884,1
DB00421,DB02772,1
DB00169,DB00884,1
DB00570,DB00396,1
DB00300,DB00263,1
DB00755,DB00917,1
DB04166,DB01115,1
DB00967,DB00780,1
DB01950,DB00530,1
DB01454,DB00700,1
DB00949,DB00317,1
DB01229,DB00238,1
DB00537,DB01199,1
DB00201,DB00136,1
DB03945,DB00497,1
DB00834,DB00698,1
DB00503,DB00368,1
DB00515,DB00401,1
DB01234,DB01345,1
DB00673,DB02679,1
DB01370,DB00368,1
DB00762,DB00679,1
DB02712,DB03994,1
DB00891,DB01698,1
DB01142,DB00966,1
DB01181,DB01017,1
DB00134,DB00334,1
DB04224,DB00679,1
DB04381,DB01058,1
DB01057,DB00382,1
DB04173,DB00208,1
DB00710,DB00255,1
DB00526,DB00783,1
DB02998,DB01143,1
DB02375,DB00834,1
DB00331,DB00208,1
DB00810,DB00571,1
DB01026,DB01166,1
DB00331,DB00261,1
DB02073,DB00180,1
DB00927,DB00818,1
DB03760,DB04824,1
DB00626,DB00526,1
DB00608,DB00178,1
DB01261,DB00178,1
DB04540,DB00313,1
DB01454,DB00334,1
DB00783,DB01149,1
DB00203,DB04166,1
DB00993,DB02527,1
DB01023,DB00403,1
DB04173,DB01590,1
DB00468,DB00458,1
DB01183,DB00974,1
DB00814,DB00682,1
DB02056,DB00305,1
DB00220,DB01001,1
DB03760,DB00860,1
DB00515,DB01151,1
DB00537,DB00398,1
DB00624,DB04485,1
DB01917,DB01039,1
DB02656,DB00050,1
DB00991,DB00515,1
DB00334,DB00417,1
DB01224,DB00927,1
DB00698,DB00457,1
DB00584,DB00207,1
DB01043,DB00730,1
DB00338,DB00677,1
DB04076,DB00939,1
DB00973,DB00262,1
DB01085,DB00580,1
DB00368,DB00240,1
DB00230,DB00543,1
DB01119,DB00296,1
DB00515,DB00126,1
DB00977,DB01202,1
DB01092,DB00281,1
DB00317,DB01586,1
DB00677,DB00543,1
DB03796,DB00653,1
DB00563,DB00325,1
DB00321,DB00316,1
DB00403,DB02757,1
DB04224,DB00812,1
DB01128,DB00903,1
DB00642,DB00624,1
DB00640,DB01098,1
DB00636,DB02656,1
DB01058,DB00116,1
DB00642,DB01118,1
DB00166,DB00499,1
DB00136,DB00630,1
DB00313,DB00250,1
DB00475,DB01060,1
DB01136,DB00400,1
DB01073,DB00435,1
DB01420,DB04557,1
DB00939,DB01677,1
DB00140,DB00818,1
DB00279,DB00544,1
DB00630,DB00709,1
DB02056,DB01082,1
DB02659,DB02527,1
DB01149,DB00292,1
DB04173,DB01045,1
DB00877,DB04557,1
DB00762,DB00526,1
DB00640,DB00305,1
DB00883,DB04365,1
DB02533,DB00575,1
DB01011,DB00790,1
DB01095,DB01348,1
DB01919,DB02021,1
DB00589,DB01370,1
DB00806,DB00715,1
DB04468,DB01424,1
DB00724,DB00166,1
DB00884,DB03568,1
DB04173,DB00184,1
DB00656,DB00245,1
DB00300,DB00863,1
DB01212,DB04173,1
DB00643,DB02709,1
DB02546,DB01232,1
DB01174,DB00252,1
DB00709,DB01424,1
DB00280,DB00532,1
DB00710,DB00661,1
DB00783,DB00647,1
DB03345,DB00334,1
DB00755,DB00682,1
DB00720,DB00741,1
DB00428,DB00307,1
DB01013,DB01005,1
DB00388,DB00949,1
DB00755,DB04216,1
DB01119,DB00512,1
DB01118,DB01173,1
DB01077,DB00317,1
DB00834,DB01645,1
DB00321,DB02587,1
DB00877,DB00977,1
DB01628,DB00916,1
DB00215,DB00675,1
DB00204,DB00397,1
DB00364,DB01424,1
DB00382,DB00602,1
DB01136,DB01267,1
DB01065,DB00620,1
DB00197,DB00570,1
DB00993,DB00753,1
DB00177,DB01212,1
DB01131,DB04821,1
DB04831,DB00091,1
DB01008,DB00780,1
DB02052,DB00230,1
DB00197,DB04077,1
DB00148,DB00531,1
DB01221,DB00518,1
DB00761,DB00851,1
DB00626,DB00831,1
DB02325,DB00512,1
DB00305,DB00252,1
DB00208,DB00295,1
DB04224,DB00762,1
DB00999,DB00770,1
DB00549,DB00439,1
DB01392,DB00877,1
DB00336,DB00809,1
DB00281,DB00526,1
DB00336,DB04824,1
DB00575,DB02345,1
DB00907,DB00814,1
DB01177,DB00799,1
DB00515,DB00685,1
DB01576,DB02539,1
DB03193,DB00877,1
DB01095,DB01006,1
DB01406,DB00401,1
DB01159,DB01892,1
DB01204,DB01064,1
DB00761,DB01011,1
DB00755,DB00982,1
DB00970,DB00553,1
DB01438,DB00312,1
DB00834,DB00847,1
DB00207,DB01189,1
DB00254,DB00605,1
DB03568,DB01420,1
DB00682,DB00361,1
DB01059,DB01394,1
DB01558,DB00779,1
DB03575,DB00240,1
DB01098,DB00917,1
DB00193,DB01698,1
DB01054,DB00612,1
DB00696,DB00334,1
DB04841,DB02052,1
DB00977,DB01261,1
DB00361,DB01011,1
DB00883,DB00531,1
DB00331,DB01092,1
DB00179,DB00184,1
DB00255,DB00820,1
DB01094,DB00136,1
DB00640,DB02379,1
DB00583,DB00796,1
DB04216,DB00307,1
DB00224,DB01919,1
DB00432,DB00846,1
DB04557,DB00682,1
DB01149,DB01656,1
DB00559,DB03575,1
DB01186,DB02757,1
DB00175,DB01224,1
DB00700,DB00220,1
DB01370,DB00254,1
DB01590,DB01128,1
DB04365,DB00489,1
DB01698,DB00500,1
DB01199,DB01240,1
DB03435,DB04690,1
DB00322,DB00778,1
DB01184,DB00831,1
DB00499,DB00411,1
DB01677,DB02656,1
DB01234,DB00997,1
DB00262,DB00136,1
DB00993,DB00338,1
DB01852,DB00307,1
DB00323,DB01203,1
DB01143,DB00884,1
DB00179,DB01077,1
DB00333,DB00338,1
DB01236,DB00570,1
DB00542,DB00790,1
DB02587,DB00441,1
DB01013,DB01919,1
DB00763,DB00544,1
DB00682,DB02539,1
DB00169,DB04827,1
DB00995,DB00594,1
DB00503,DB04224,1
DB01628,DB02967,1
DB01268,DB00530,1
DB00696,DB00949,1
DB00762,DB00381,1
DB03880,DB00260,1
DB04468,DB00412,1
DB01240,DB02073,1
DB01149,DB01392,1
DB00179,DB00273,1
DB01435,DB00951,1
DB00816,DB04173,1
DB00718,DB02967,1
DB00400,DB00337,1
DB01241,DB02056,1
DB00360,DB00981,1
DB00481,DB00515,1
DB00305,DB00843,1
DB00458,DB02772,1
DB03904,DB00772,1
DB00181,DB00230,1
DB00499,DB02709,1
DB01420,DB00369,1
DB00222,DB00187,1
DB00151,DB00877,1
DB00501,DB00908,1
DB01211,DB04106,1
DB00554,DB01097,1
DB00630,DB00687,1
DB00255,DB00134,1
DB04077,DB00602,1
DB00704,DB00916,1
DB00143,DB00470,1
DB00563,DB00282,1
DB03904,DB01241,1
DB00763,DB00244,1
DB00367,DB00922,1
DB00427,DB03760,1
DB01407,DB01136,1
DB00988,DB01169,1
DB00512,DB00977,1
DB00908,DB04824,1
DB02166,DB01645,1
DB00917,DB01399,1
DB00798,DB00730,1
DB00613,DB04540,1
DB00786,DB00848,1
DB00877,DB00928,1
DB00710,DB01275,1
DB01536,DB00806,1
DB02679,DB01296,1
DB00477,DB04224,1
DB00877,DB00432,1
DB00624,DB04786,1
DB00202,DB04840,1
DB00104,DB00333,1
DB00175,DB00679,1
DB00526,DB01407,1
DB01039,DB02855,1
DB00542,DB00677,1
DB00907,DB00321,1
DB00222,DB00968,1
DB00995,DB01452,1
DB00179,DB01173,1
DB01076,DB00342,1
DB01367,DB00932,1
DB00441,DB00136,1
DB00951,DB02527,1
DB00220,DB00305,1
DB00104,DB00421,1
DB00763,DB01119,1
DB01119,DB00540,1
DB01186,DB00193,1
DB00182,DB03128,1
DB00201,DB01254,1
DB00143,DB00472,1
DB00361,DB01022,1
DB01698,DB02967,1
DB04572,DB01645,1
DB00411,DB00532,1
DB02901,DB00974,1
DB00966,DB03796,1
DB00279,DB00295,1
DB00762,DB01128,1
DB01892,DB00796,1
DB00136,DB00122,1
DB01009,DB00564,1
DB02656,DB01037,1
DB00570,DB01954,1
DB00863,DB01429,1
DB03754,DB00195,1
DB00261,DB00898,1
DB01064,DB00600,1
DB02261,DB00848,1
DB01076,DB00559,1
DB01424,DB00297,1
DB00977,DB00762,1
DB01399,DB01054,1
DB00363,DB00755,1
DB02315,DB00790,1
DB00841,DB00503,1
DB00268,DB01183,1
DB00977,DB01149,1
DB01167,DB02587,1
DB00813,DB00831,1
DB00626,DB00636,1
DB00589,DB04824,1
DB00927,DB00331,1
DB00641,DB01454,1
DB00927,DB00605,1
DB01254,DB02379,1
DB00403,DB01345,1
DB00715,DB00243,1
DB00717,DB00188,1
DB00650,DB00227,1
DB00275,DB02261,1
DB01032,DB00290,1
DB01113,DB01599,1
DB01558,DB00934,1
DB00368,DB02587,1
DB00325,DB04381,1
DB00675,DB01232,1
DB01115,DB00397,1
DB00883,DB02691,1
DB00975,DB01015,1
DB01093,DB03128,1
DB00313,DB00104,1
DB00818,DB00363,1
DB00290,DB01288,1
DB00126,DB03206,1
DB03575,DB00802,1
DB01143,DB04743,1
DB01032,DB00466,1
DB01370,DB01204,1
DB00501,DB04743,1
DB00218,DB00625,1
DB00966,DB04557,1
DB01094,DB00908,1
DB00295,DB00808,1
DB00860,DB00788,1
DB00643,DB00970,1
DB00763,DB00656,1
DB00640,DB01016,1
DB01224,DB01698,1
DB01026,DB01053,1
DB01586,DB00279,1
DB00222,DB00818,1
DB01367,DB01053,1
DB00864,DB01232,1
DB01395,DB00361,1
DB00851,DB00512,1
DB00936,DB00441,1
DB01259,DB01378,1
DB00863,DB01065,1
DB01119,DB00647,1
DB00608,DB01092,1
DB00334,DB00898,1
DB01113,DB01186,1
DB00559,DB00264,1
DB00592,DB00523,1
DB00136,DB00741,1
DB00281,DB02901,1
DB00247,DB00853,1
DB00443,DB00669,1
DB01069,DB00936,1
DB00318,DB00245,1
DB00166,DB01159,1
DB00704,DB00977,1
DB00277,DB00665,1
DB00542,DB00515,1
DB00499,DB01169,1
DB03796,DB00571,1
DB00650,DB00789,1
DB00499,DB00997,1
DB00285,DB02325,1
DB00890,DB00446,1
DB00796,DB00177,1
DB01050,DB02656,1
DB01033,DB00501,1
DB01032,DB01288,1
DB00594,DB02175,1
DB00834,DB03760,1
DB01429,DB00458,1
DB00136,DB00903,1
DB01033,DB04272,1
DB00695,DB00669,1
DB01202,DB01222,1
DB00795,DB01708,1
DB03760,DB00584,1
DB01919,DB01327,1
DB02701,DB00916,1
DB01033,DB04077,1
DB00927,DB00573,1
DB00786,DB00687,1
DB00714,DB00162,1
DB00851,DB00468,1
DB00515,DB01016,1
DB00489,DB00788,1
DB01236,DB00364,1
DB01103,DB00290,1
DB00458,DB00773,1
DB00379,DB00695,1
DB03128,DB01039,1
DB00784,DB00325,1
DB00762,DB00313,1
DB00640,DB01097,1
DB04137,DB01065,1
DB00483,DB01221,1
DB00929,DB00444,1
DB01094,DB01242,1
DB00091,DB01166,1
DB00786,DB00846,1
DB04485,DB00908,1
DB00243,DB01395,1
DB00571,DB00716,1
DB00403,DB00583,1
DB00957,DB00698,1
DB04485,DB02587,1
DB02709,DB00563,1
DB00898,DB04540,1
DB00158,DB00275,1
DB00320,DB01119,1
DB00677,DB01267,1
DB01110,DB00783,1
DB01452,DB00471,1
DB01154,DB00394,1
DB01039,DB00254,1
DB00831,DB00589,1
DB00515,DB02587,1
DB00973,DB00988,1
DB01388,DB01033,1
DB01143,DB00927,1
DB00523,DB00276,1
DB00341,DB01378,1
DB04216,DB01026,1
DB00170,DB00598,1
DB01075,DB00230,1
DB00763,DB00841,1
DB00920,DB00118,1
DB04417,DB00661,1
DB01933,DB00273,1
DB00860,DB00300,1
DB02187,DB03419,1
DB00404,DB01068,1
DB01296,DB00357,1
DB02056,DB00720,1
DB00586,DB01030,1
DB01011,DB01267,1
DB01174,DB01159,1
DB01009,DB00328,1
DB04557,DB03435,1
DB01698,DB00843,1
DB00834,DB01033,1
DB00400,DB00227,1
DB00842,DB02587,1
DB02285,DB00679,1
DB00312,DB01184,1
DB01454,DB00727,1
DB03206,DB01698,1
DB00170,DB00284,1
DB00512,DB01240,1
DB00531,DB00829,1
DB00554,DB01033,1
DB00458,DB03796,1
DB00977,DB00359,1
DB00378,DB00400,1
DB00317,DB01108,1
DB00222,DB01927,1
DB01399,DB00444,1
DB00599,DB00401,1
DB01420,DB01696,1
DB00379,DB02379,1
DB01083,DB01544,1
DB01104,DB00675,1
DB00778,DB00740,1
DB00162,DB00143,1
DB01373,DB00501,1
DB01065,DB00795,1
DB01114,DB01016,1
DB00757,DB00281,1
DB00136,DB01222,1
DB04817,DB01014,1
DB00126,DB00334,1
DB00477,DB04216,1
DB01151,DB00939,1
DB00180,DB02539,1
DB00325,DB00431,1
DB00737,DB02010,1
DB00240,DB00559,1
DB01182,DB00448,1
DB00685,DB00853,1
DB02691,DB00331,1
DB00325,DB03796,1
DB00814,DB00242,1
DB00391,DB00122,1
DB01095,DB01045,1
DB01174,DB00640,1
DB00313,DB02169,1
DB00746,DB01064,1
DB02021,DB00118,1
DB02587,DB00325,1
DB00238,DB01076,1
DB00939,DB00863,1
DB00481,DB01076,1
DB00277,DB00396,1
DB00201,DB02379,1
DB00336,DB00411,1
DB00492,DB00624,1
DB00843,DB00519,1
DB00335,DB00704,1
DB00471,DB00132,1
DB00115,DB00305,1
DB00929,DB00669,1
DB00224,DB00818,1
DB00795,DB00533,1
DB00949,DB00179,1
DB00682,DB02342,1
DB00795,DB00588,1
DB00166,DB01590,1
DB01186,DB00444,1
DB00841,DB01119,1
DB00724,DB01954,1
DB01143,DB00322,1
DB00205,DB00770,1
DB00193,DB01580,1
DB00988,DB00435,1
DB00118,DB00168,1
DB00987,DB00789,1
DB00764,DB00698,1
DB00789,DB00877,1
DB01403,DB00503,1
DB00282,DB02855,1
DB00381,DB01188,1
DB01045,DB01248,1
DB00181,DB00177,1
DB01076,DB00495,1
DB00734,DB00590,1
DB00755,DB00818,1
DB00573,DB00312,1
DB00368,DB01220,1
DB01174,DB03575,1
DB00570,DB01174,1
DB01216,DB01118,1
DB01424,DB01236,1
DB01919,DB00761,1
DB00412,DB00526,1
DB04076,DB02325,1
DB00731,DB01054,1
DB00741,DB04365,1
DB00197,DB00990,1
DB01128,DB00526,1
DB00533,DB00675,1
DB00276,DB00118,1
DB01435,DB01698,1
DB01698,DB01189,1
DB01098,DB01189,1
DB04540,DB00262,1
DB00927,DB00871,1
DB00394,DB01240,1
DB01819,DB00277,1
DB01016,DB00668,1
DB00540,DB00709,1
DB01223,DB00313,1
DB00675,DB01097,1
DB00218,DB00831,1
DB00181,DB00169,1
DB03904,DB00331,1
DB00545,DB00642,1
DB01097,DB00201,1
DB04557,DB00515,1
DB00472,DB00245,1
DB01452,DB00176,1
DB00396,DB00515,1
DB00987,DB01611,1
DB00698,DB04077,1
DB00790,DB00526,1
DB01136,DB01016,1
DB00988,DB03703,1
DB04106,DB01166,1
DB00907,DB00368,1
DB00134,DB00814,1
DB00834,DB00764,1
DB00563,DB01199,1
DB00968,DB02056,1
DB00624,DB00571,1
DB00550,DB00441,1
DB00704,DB00502,1
DB01093,DB04557,1
DB00789,DB04827,1
DB02901,DB00764,1
DB00502,DB00179,1
DB04076,DB00285,1
DB00502,DB00977,1
DB01104,DB00166,1
DB00323,DB02701,1
DB00227,DB01013,1
DB00673,DB02709,1
DB04540,DB00304,1
DB00334,DB00958,1
DB02712,DB00970,1
DB00829,DB00480,1
DB00338,DB00178,1
DB00465,DB02347,1
DB00399,DB01407,1
DB00553,DB00540,1
DB03227,DB00605,1
DB00712,DB02266,1
DB00974,DB00907,1
DB00091,DB01199,1
DB02010,DB00834,1
DB01224,DB00312,1
DB00959,DB00530,1
DB00772,DB00747,1
DB04224,DB02539,1
DB01103,DB00388,1
DB01101,DB04831,1
DB01174,DB00305,1
DB00404,DB00866,1
DB01128,DB00762,1
DB00613,DB00921,1
DB01437,DB00975,1
DB00312,DB01698,1
DB04551,DB00224,1
DB00995,DB01393,1
DB00602,DB00531,1
DB00179,DB00317,1
DB00179,DB00275,1
DB00657,DB01094,1
DB01118,DB04137,1
DB02052,DB00541,1
DB00988,DB00443,1
DB00398,DB00588,1
DB01094,DB01136,1
DB01169,DB02901,1
DB00570,DB00633,1
DB00335,DB00675,1
DB00331,DB00675,1
DB01696,DB01392,1
DB00833,DB00201,1
DB04077,DB00975,1
DB00304,DB01577,1
DB04743,DB00806,1
DB04381,DB00118,1
DB03696,DB00999,1
DB01407,DB01085,1
DB04831,DB01919,1
DB01454,DB00417,1
DB01033,DB00448,1
DB00763,DB01069,1
DB00316,DB00947,1
DB01054,DB00860,1
DB01128,DB00220,1
DB02187,DB00957,1
DB01006,DB00461,1
DB03796,DB01268,1
DB00162,DB01216,1
DB02052,DB00822,1
DB02073,DB01174,1
DB01131,DB01054,1
DB01320,DB00698,1
DB00608,DB01060,1
DB01211,DB01151,1
DB00871,DB01708,1
DB01183,DB00497,1
DB01229,DB00446,1
DB00203,DB00369,1
DB00491,DB01212,1
DB02659,DB01373,1
DB01065,DB00188,1
DB01013,DB00602,1
DB00821,DB00812,1
DB01014,DB00866,1
DB00481,DB00342,1
DB00709,DB01124,1
DB00890,DB01229,1
DB00730,DB00170,1
DB00368,DB04743,1
DB02207,DB01108,1
DB00590,DB00620,1
DB01014,DB00836,1
DB00650,DB01412,1
DB01177,DB00731,1
DB04258,DB01236,1
DB00762,DB00864,1
DB00400,DB00421,1
DB01058,DB01698,1
DB00323,DB01030,1
DB00718,DB00545,1
DB00136,DB01224,1
DB04173,DB00166,1
DB00398,DB00819,1
DB01261,DB04743,1
DB04573,DB00170,1
DB01267,DB00715,1
DB00572,DB00884,1
DB00630,DB00999,1
DB00956,DB00431,1
DB00331,DB02852,1
DB00722,DB00626,1
DB01240,DB00553,1
DB00747,DB00987,1
DB00860,DB00281,1
DB00720,DB00492,1
DB02533,DB01370,1
DB00990,DB00677,1
DB00471,DB00363,1
DB00934,DB00796,1
DB00907,DB00783,1
DB02424,DB01013,1
DB03796,DB00266,1
DB00181,DB01212,1
DB00252,DB01220,1
DB03864,DB00348,1
DB00218,DB00431,1
DB01656,DB04703,1
DB00381,DB04816,1
DB01241,DB02010,1
DB00363,DB00688,1
DB02329,DB04014,1
DB00722,DB00381,1
DB01026,DB00818,1
DB01262,DB00916,1
